transaction id,transaction_type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0000172389,P2M,Shopping,2725,SUCCESS,46-55,26-35,Andhra Pradesh,Kotak,IndusInd,Android,4G,0,18,Wednesday,0
TXN0000081534,P2P,Entertainment,185,SUCCESS,26-35,46-55,Maharashtra,HDFC,ICICI,Android,4G,0,18,Friday,0
TXN0000118419,P2M,Utilities,4257,SUCCESS,36-45,36-45,Karnataka,Axis,HDFC,Android,3G,0,9,Wednesday,0
TXN0000033998,P2P,Shopping,399,SUCCESS,46-55,36-45,West Bengal,Axis,Axis,Android,3G,0,20,Friday,0
TXN0000146868,P2M,Utilities,430,SUCCESS,46-55,46-55,Uttar Pradesh,Axis,Kotak,Android,4G,0,19,Wednesday,0
TXN0000024701,P2M,Food,497,FAILED,36-45,56+,Karnataka,HDFC,Yes Bank,iOS,4G,0,12,Friday,0
TXN0000132284,P2P,Education,13314,SUCCESS,36-45,18-25,Maharashtra,Axis,Kotak,Android,5G,0,9,Friday,0
TXN0000071335,Bill Payment,Transport,62,SUCCESS,18-25,18-25,Telangana,HDFC,SBI,Android,4G,0,18,Sunday,1
TXN0000055480,P2M,Shopping,4375,SUCCESS,26-35,26-35,Andhra Pradesh,Yes Bank,SBI,iOS,5G,0,13,Sunday,1
TXN0000244884,P2P,Shopping,899,SUCCESS,26-35,46-55,Rajasthan,SBI,IndusInd,Android,4G,0,11,Saturday,1
TXN0000207794,P2P,Other,626,SUCCESS,26-35,36-45,Maharashtra,ICICI,HDFC,Android,5G,0,11,Saturday,1
TXN0000074056,P2P,Transport,93,SUCCESS,36-45,26-35,Karnataka,SBI,ICICI,Web,WiFi,0,11,Wednesday,0
TXN0000209075,P2M,Grocery,565,SUCCESS,26-35,18-25,Karnataka,IndusInd,Axis,Android,4G,0,13,Monday,0
TXN0000179477,P2P,Food,295,SUCCESS,26-35,46-55,Uttar Pradesh,Yes Bank,IndusInd,iOS,4G,0,15,Sunday,1
TXN0000183400,P2P,Food,3210,SUCCESS,18-25,18-25,Tamil Nadu,Yes Bank,Yes Bank,Android,4G,0,16,Wednesday,0
TXN0000209267,P2P,Fuel,4510,SUCCESS,36-45,36-45,Maharashtra,Kotak,SBI,Android,4G,0,1,Monday,0
TXN0000010700,Recharge,Fuel,1389,SUCCESS,36-45,56+,West Bengal,IndusInd,SBI,Android,4G,0,13,Thursday,0
TXN0000187471,P2P,Utilities,4462,SUCCESS,18-25,18-25,Gujarat,PNB,Axis,Android,4G,0,15,Monday,0
TXN0000073370,P2M,Shopping,462,SUCCESS,36-45,56+,Telangana,HDFC,HDFC,Web,4G,0,7,Saturday,1
TXN0000129696,P2M,Shopping,735,SUCCESS,56+,36-45,Maharashtra,HDFC,ICICI,iOS,4G,0,11,Sunday,1
TXN0000216940,Bill Payment,Transport,287,SUCCESS,36-45,26-35,Telangana,ICICI,ICICI,Web,5G,0,12,Wednesday,0
TXN0000160841,P2P,Shopping,854,SUCCESS,26-35,36-45,Rajasthan,SBI,IndusInd,Android,4G,0,23,Monday,0
TXN0000219764,P2P,Entertainment,309,SUCCESS,26-35,36-45,West Bengal,IndusInd,ICICI,Android,4G,0,9,Tuesday,0
TXN0000000918,P2M,Transport,187,SUCCESS,18-25,18-25,Karnataka,SBI,SBI,iOS,5G,0,21,Saturday,1
TXN0000188399,Bill Payment,Entertainment,357,SUCCESS,26-35,18-25,Delhi,IndusInd,Kotak,Android,3G,0,17,Friday,0
TXN0000150831,P2P,Food,580,SUCCESS,26-35,18-25,Uttar Pradesh,SBI,Axis,Android,4G,0,11,Friday,0
TXN0000103356,P2P,Entertainment,425,SUCCESS,18-25,26-35,Delhi,ICICI,IndusInd,iOS,4G,0,18,Tuesday,0
TXN0000103752,P2P,Grocery,154,SUCCESS,18-25,36-45,Maharashtra,Yes Bank,HDFC,Android,5G,0,19,Friday,0
TXN0000031418,P2P,Entertainment,414,SUCCESS,26-35,36-45,Telangana,Kotak,SBI,Android,4G,0,16,Thursday,0
TXN0000238967,P2M,Transport,39,SUCCESS,26-35,36-45,Uttar Pradesh,SBI,Yes Bank,Android,4G,0,18,Friday,0
TXN0000022678,P2M,Fuel,650,SUCCESS,18-25,26-35,Uttar Pradesh,SBI,ICICI,Android,WiFi,0,17,Wednesday,0
TXN0000050712,P2M,Food,56,SUCCESS,26-35,56+,Uttar Pradesh,SBI,Axis,Android,4G,0,10,Tuesday,0
TXN0000176337,Bill Payment,Grocery,1339,SUCCESS,46-55,18-25,Maharashtra,Yes Bank,SBI,Android,4G,0,11,Monday,0
TXN0000205490,P2P,Other,69,SUCCESS,46-55,36-45,Delhi,SBI,IndusInd,iOS,5G,0,14,Thursday,0
TXN0000230259,P2M,Other,711,SUCCESS,46-55,26-35,West Bengal,Axis,PNB,Android,4G,0,11,Wednesday,0
TXN0000246101,P2P,Grocery,1766,SUCCESS,18-25,26-35,Telangana,HDFC,IndusInd,Android,4G,0,19,Wednesday,0
TXN0000128675,P2M,Grocery,642,SUCCESS,36-45,26-35,Karnataka,Yes Bank,Kotak,iOS,WiFi,0,14,Saturday,1
TXN0000201580,P2P,Other,366,SUCCESS,26-35,26-35,Maharashtra,SBI,SBI,Android,5G,0,21,Sunday,1
TXN0000015217,P2P,Transport,789,SUCCESS,18-25,36-45,Maharashtra,SBI,Axis,iOS,4G,0,20,Monday,0
TXN0000071127,P2P,Food,441,SUCCESS,26-35,56+,West Bengal,ICICI,IndusInd,Android,WiFi,0,21,Monday,0
TXN0000140203,P2P,Shopping,5093,SUCCESS,18-25,56+,Delhi,SBI,Axis,Android,4G,0,0,Thursday,0
TXN0000034153,Bill Payment,Grocery,162,SUCCESS,26-35,26-35,Delhi,SBI,ICICI,Android,4G,0,16,Saturday,1
TXN0000243516,P2P,Entertainment,96,SUCCESS,36-45,26-35,Tamil Nadu,SBI,Axis,Android,WiFi,0,11,Sunday,1
TXN0000150289,P2P,Other,402,SUCCESS,18-25,18-25,Andhra Pradesh,SBI,SBI,Android,4G,0,9,Thursday,0
TXN0000247673,Bill Payment,Entertainment,225,SUCCESS,18-25,26-35,Karnataka,SBI,PNB,Android,4G,1,17,Tuesday,0
TXN0000031823,P2P,Fuel,3418,SUCCESS,36-45,26-35,West Bengal,HDFC,Yes Bank,Android,5G,0,17,Thursday,0
TXN0000039423,Bill Payment,Grocery,153,SUCCESS,18-25,46-55,Rajasthan,SBI,ICICI,Android,5G,0,13,Thursday,0
TXN0000108738,P2M,Fuel,1058,SUCCESS,26-35,18-25,Maharashtra,ICICI,SBI,Android,4G,0,17,Saturday,1
TXN0000163640,P2M,Healthcare,290,SUCCESS,26-35,26-35,Telangana,ICICI,Yes Bank,Android,4G,0,17,Sunday,1
TXN0000079142,P2P,Healthcare,227,SUCCESS,18-25,46-55,West Bengal,Axis,SBI,Android,5G,0,20,Saturday,1
TXN0000065150,P2P,Healthcare,1935,SUCCESS,46-55,18-25,Maharashtra,HDFC,Yes Bank,Android,4G,0,17,Tuesday,0
TXN0000061193,P2P,Grocery,1404,SUCCESS,26-35,26-35,West Bengal,PNB,SBI,Android,5G,0,20,Tuesday,0
TXN0000043462,P2P,Shopping,756,SUCCESS,46-55,36-45,Andhra Pradesh,ICICI,SBI,Android,4G,0,6,Thursday,0
TXN0000181144,Recharge,Food,66,FAILED,18-25,36-45,Maharashtra,PNB,Yes Bank,Android,4G,0,20,Thursday,0
TXN0000065134,P2P,Fuel,1021,SUCCESS,18-25,26-35,Maharashtra,HDFC,HDFC,Web,5G,0,1,Wednesday,0
TXN0000009584,P2P,Other,312,SUCCESS,26-35,26-35,Uttar Pradesh,PNB,Kotak,iOS,5G,0,11,Friday,0
TXN0000193784,Bill Payment,Shopping,2835,SUCCESS,36-45,18-25,Uttar Pradesh,IndusInd,SBI,Android,4G,0,19,Sunday,1
TXN0000146105,P2P,Shopping,379,SUCCESS,56+,36-45,Karnataka,Yes Bank,Yes Bank,Android,4G,0,17,Thursday,0
TXN0000134416,P2P,Shopping,1136,SUCCESS,36-45,36-45,West Bengal,ICICI,Kotak,Android,4G,0,14,Thursday,0
TXN0000018314,Bill Payment,Transport,532,SUCCESS,26-35,26-35,Uttar Pradesh,Yes Bank,SBI,Android,5G,0,18,Wednesday,0
TXN0000243057,P2P,Shopping,845,SUCCESS,26-35,26-35,Maharashtra,HDFC,HDFC,Android,3G,0,17,Thursday,0
TXN0000136199,Bill Payment,Shopping,9289,SUCCESS,18-25,36-45,West Bengal,Kotak,Yes Bank,Web,5G,0,16,Sunday,1
TXN0000091556,P2M,Healthcare,285,SUCCESS,26-35,18-25,Gujarat,Axis,IndusInd,Android,4G,0,15,Monday,0
TXN0000101758,Bill Payment,Transport,221,SUCCESS,26-35,18-25,Delhi,Yes Bank,IndusInd,Android,5G,0,20,Thursday,0
TXN0000063134,P2P,Entertainment,267,SUCCESS,26-35,26-35,Telangana,Yes Bank,Kotak,iOS,5G,0,11,Saturday,1
TXN0000131734,P2P,Food,597,SUCCESS,36-45,26-35,Uttar Pradesh,HDFC,ICICI,Android,5G,0,18,Wednesday,0
TXN0000125819,P2P,Food,692,SUCCESS,18-25,36-45,Rajasthan,Axis,IndusInd,Android,5G,0,17,Monday,0
TXN0000195685,P2P,Transport,199,SUCCESS,18-25,26-35,Tamil Nadu,HDFC,IndusInd,Android,4G,0,18,Sunday,1
TXN0000230148,P2M,Grocery,1286,SUCCESS,36-45,18-25,West Bengal,IndusInd,ICICI,iOS,4G,0,12,Saturday,1
TXN0000153779,P2M,Fuel,463,SUCCESS,56+,18-25,Uttar Pradesh,SBI,PNB,Android,4G,0,17,Monday,0
TXN0000023186,P2P,Fuel,563,SUCCESS,18-25,26-35,Karnataka,Axis,HDFC,Android,4G,0,22,Monday,0
TXN0000001962,Bill Payment,Fuel,1504,SUCCESS,26-35,36-45,Rajasthan,SBI,Kotak,Android,4G,0,20,Tuesday,0
TXN0000168736,P2M,Other,1120,SUCCESS,26-35,18-25,Uttar Pradesh,SBI,ICICI,Android,4G,0,15,Thursday,0
TXN0000152484,P2P,Entertainment,235,SUCCESS,26-35,26-35,Maharashtra,HDFC,Kotak,Android,WiFi,0,21,Tuesday,0
TXN0000149961,Bill Payment,Fuel,475,SUCCESS,18-25,18-25,Gujarat,HDFC,SBI,Android,4G,0,9,Thursday,0
TXN0000186385,P2P,Shopping,359,SUCCESS,26-35,46-55,Andhra Pradesh,PNB,PNB,Android,4G,0,14,Thursday,0
TXN0000139252,P2P,Grocery,1448,SUCCESS,26-35,18-25,Andhra Pradesh,Kotak,HDFC,iOS,4G,0,20,Thursday,0
TXN0000008803,P2M,Fuel,1241,SUCCESS,36-45,36-45,West Bengal,IndusInd,SBI,iOS,WiFi,0,4,Friday,0
TXN0000019976,P2M,Food,143,SUCCESS,26-35,26-35,Rajasthan,HDFC,SBI,Android,4G,0,23,Sunday,1
TXN0000235005,P2P,Entertainment,210,SUCCESS,36-45,46-55,Maharashtra,SBI,PNB,Android,3G,0,13,Saturday,1
TXN0000009824,P2P,Healthcare,2210,SUCCESS,46-55,36-45,Uttar Pradesh,Axis,PNB,Android,4G,0,11,Wednesday,0
TXN0000007393,P2M,Utilities,7113,FAILED,36-45,18-25,Andhra Pradesh,Kotak,Kotak,Android,5G,0,20,Saturday,1
TXN0000068137,P2M,Grocery,1955,SUCCESS,36-45,36-45,Andhra Pradesh,ICICI,Yes Bank,iOS,5G,0,15,Tuesday,0
TXN0000020568,Bill Payment,Entertainment,560,SUCCESS,36-45,26-35,Tamil Nadu,IndusInd,IndusInd,iOS,WiFi,0,22,Sunday,1
TXN0000174803,P2P,Grocery,107,SUCCESS,26-35,18-25,Gujarat,PNB,HDFC,Android,4G,0,18,Sunday,1
TXN0000138142,P2M,Shopping,933,SUCCESS,18-25,36-45,Maharashtra,PNB,SBI,iOS,4G,0,10,Monday,0
TXN0000102917,P2M,Utilities,299,SUCCESS,46-55,46-55,Delhi,Yes Bank,ICICI,Android,4G,0,19,Saturday,1
TXN0000173687,P2M,Grocery,1379,SUCCESS,36-45,26-35,Tamil Nadu,SBI,Kotak,Android,4G,0,11,Thursday,0
TXN0000038636,Recharge,Food,260,SUCCESS,36-45,18-25,Karnataka,HDFC,IndusInd,Android,5G,0,19,Friday,0
TXN0000180883,P2M,Healthcare,700,SUCCESS,18-25,56+,West Bengal,Axis,Axis,Android,4G,0,15,Tuesday,0
TXN0000149352,Recharge,Healthcare,595,SUCCESS,18-25,26-35,Karnataka,IndusInd,Axis,Android,5G,0,19,Monday,0
TXN0000190378,P2P,Grocery,797,SUCCESS,18-25,36-45,Maharashtra,HDFC,IndusInd,Android,5G,0,13,Thursday,0
TXN0000048869,P2P,Entertainment,646,SUCCESS,26-35,18-25,Delhi,ICICI,SBI,iOS,4G,0,11,Thursday,0
TXN0000076174,P2M,Grocery,3302,SUCCESS,26-35,36-45,Rajasthan,IndusInd,Axis,Android,WiFi,0,12,Tuesday,0
TXN0000183186,Bill Payment,Grocery,1517,FAILED,36-45,18-25,Uttar Pradesh,SBI,SBI,iOS,5G,0,19,Monday,0
TXN0000248816,P2M,Entertainment,370,SUCCESS,26-35,26-35,West Bengal,PNB,SBI,Android,4G,0,15,Friday,0
TXN0000128779,P2M,Transport,39,SUCCESS,26-35,18-25,Andhra Pradesh,IndusInd,Yes Bank,Android,4G,0,16,Monday,0
TXN0000132703,Bill Payment,Other,346,SUCCESS,36-45,26-35,Karnataka,ICICI,SBI,Android,5G,0,9,Sunday,1
TXN0000061414,P2P,Shopping,7857,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,Yes Bank,Android,4G,0,17,Friday,0
TXN0000070310,P2P,Food,446,SUCCESS,26-35,26-35,Delhi,SBI,Kotak,Android,4G,0,18,Friday,0
TXN0000233375,Bill Payment,Food,61,SUCCESS,26-35,56+,Karnataka,Axis,PNB,Android,5G,0,13,Sunday,1
TXN0000231497,Bill Payment,Entertainment,1325,SUCCESS,26-35,56+,Rajasthan,Kotak,Kotak,Android,4G,0,17,Saturday,1
TXN0000020610,P2M,Shopping,771,SUCCESS,46-55,56+,Maharashtra,HDFC,SBI,Android,4G,0,4,Saturday,1
TXN0000028180,Bill Payment,Food,212,SUCCESS,36-45,26-35,Gujarat,HDFC,HDFC,Android,4G,0,16,Wednesday,0
TXN0000167671,P2M,Shopping,192,SUCCESS,46-55,36-45,Karnataka,SBI,SBI,Android,4G,0,11,Wednesday,0
TXN0000039385,P2P,Grocery,249,SUCCESS,18-25,36-45,Maharashtra,Yes Bank,Axis,Android,4G,0,7,Sunday,1
TXN0000206847,P2P,Healthcare,174,SUCCESS,36-45,26-35,Delhi,ICICI,SBI,Android,4G,0,20,Saturday,1
TXN0000168049,P2P,Other,165,SUCCESS,56+,56+,Maharashtra,SBI,PNB,Android,4G,0,11,Monday,0
TXN0000133654,P2M,Shopping,326,FAILED,18-25,56+,Maharashtra,Axis,Axis,Android,4G,0,10,Tuesday,0
TXN0000038334,P2M,Utilities,6326,SUCCESS,36-45,26-35,Uttar Pradesh,ICICI,ICICI,Android,5G,0,20,Sunday,1
TXN0000029985,P2P,Transport,207,SUCCESS,26-35,36-45,Andhra Pradesh,Yes Bank,Kotak,Android,4G,0,16,Wednesday,0
TXN0000108947,P2P,Grocery,1012,SUCCESS,26-35,18-25,Tamil Nadu,Yes Bank,SBI,Android,4G,0,13,Saturday,1
TXN0000066041,P2P,Shopping,6650,SUCCESS,36-45,36-45,Telangana,ICICI,HDFC,Android,4G,0,14,Sunday,1
TXN0000143789,P2M,Fuel,3180,SUCCESS,18-25,26-35,Tamil Nadu,Axis,IndusInd,Android,4G,0,11,Thursday,0
TXN0000236078,P2M,Healthcare,3373,SUCCESS,46-55,36-45,Gujarat,SBI,Yes Bank,iOS,4G,0,21,Wednesday,0
TXN0000207850,P2M,Utilities,745,SUCCESS,36-45,56+,Rajasthan,Axis,PNB,iOS,5G,0,8,Saturday,1
TXN0000242635,P2M,Food,188,SUCCESS,36-45,26-35,Delhi,IndusInd,ICICI,Android,WiFi,0,14,Sunday,1
TXN0000201040,P2P,Other,354,SUCCESS,18-25,18-25,Rajasthan,Kotak,Axis,Android,4G,0,16,Tuesday,0
TXN0000013948,P2M,Utilities,1634,SUCCESS,36-45,26-35,Maharashtra,Yes Bank,Axis,Android,4G,0,12,Friday,0
TXN0000187903,P2M,Food,125,SUCCESS,18-25,36-45,Gujarat,Kotak,HDFC,Android,4G,0,15,Sunday,1
TXN0000193119,Bill Payment,Utilities,252,SUCCESS,18-25,18-25,Rajasthan,Yes Bank,Yes Bank,Android,4G,0,19,Thursday,0
TXN0000142433,P2P,Shopping,275,SUCCESS,18-25,26-35,Karnataka,Yes Bank,ICICI,Android,5G,0,21,Tuesday,0
TXN0000040391,P2P,Other,775,SUCCESS,46-55,36-45,Maharashtra,IndusInd,PNB,Android,3G,0,6,Monday,0
TXN0000103146,P2M,Utilities,4867,SUCCESS,18-25,26-35,Rajasthan,Axis,Kotak,Android,4G,0,12,Sunday,1
TXN0000167331,P2P,Entertainment,175,SUCCESS,18-25,26-35,West Bengal,SBI,PNB,iOS,4G,0,21,Wednesday,0
TXN0000119274,P2P,Grocery,1736,SUCCESS,26-35,26-35,Maharashtra,Yes Bank,PNB,Android,5G,0,19,Friday,0
TXN0000110134,P2M,Other,1038,SUCCESS,36-45,26-35,Uttar Pradesh,SBI,Yes Bank,iOS,4G,0,23,Saturday,1
TXN0000113570,Bill Payment,Grocery,3120,SUCCESS,36-45,18-25,West Bengal,SBI,IndusInd,Android,4G,0,19,Saturday,1
TXN0000201683,P2M,Shopping,538,SUCCESS,26-35,26-35,Andhra Pradesh,SBI,PNB,Android,4G,0,15,Monday,0
TXN0000070412,P2M,Shopping,1367,SUCCESS,18-25,26-35,West Bengal,PNB,IndusInd,iOS,4G,0,10,Friday,0
TXN0000091363,P2P,Utilities,1543,SUCCESS,36-45,18-25,Telangana,Axis,Kotak,iOS,3G,0,17,Tuesday,0
TXN0000191618,Bill Payment,Grocery,455,SUCCESS,26-35,26-35,Uttar Pradesh,Kotak,Axis,Android,4G,0,20,Tuesday,0
TXN0000018071,P2P,Transport,45,SUCCESS,26-35,26-35,West Bengal,ICICI,PNB,iOS,5G,0,1,Friday,0
TXN0000064773,P2M,Transport,132,SUCCESS,46-55,36-45,West Bengal,Yes Bank,Kotak,Android,5G,0,8,Friday,0
TXN0000095286,P2M,Food,233,SUCCESS,36-45,36-45,Delhi,Axis,Kotak,Android,3G,0,12,Monday,0
TXN0000178596,P2P,Other,193,SUCCESS,36-45,26-35,West Bengal,Kotak,Axis,Android,4G,0,18,Sunday,1
TXN0000007907,P2M,Education,2809,SUCCESS,18-25,18-25,Andhra Pradesh,PNB,PNB,iOS,4G,0,8,Saturday,1
TXN0000244165,P2P,Grocery,2151,SUCCESS,26-35,46-55,Andhra Pradesh,IndusInd,HDFC,Android,WiFi,0,10,Sunday,1
TXN0000185166,Recharge,Shopping,1239,SUCCESS,26-35,26-35,West Bengal,Yes Bank,SBI,iOS,4G,0,7,Wednesday,0
TXN0000077374,P2M,Transport,414,SUCCESS,46-55,26-35,Maharashtra,Axis,Yes Bank,Android,WiFi,0,14,Sunday,1
TXN0000009266,P2M,Other,951,SUCCESS,26-35,36-45,Maharashtra,ICICI,IndusInd,Android,5G,0,19,Thursday,0
TXN0000078538,P2P,Healthcare,530,SUCCESS,36-45,18-25,Gujarat,SBI,PNB,Android,5G,0,14,Saturday,1
TXN0000006512,P2P,Utilities,1732,SUCCESS,18-25,18-25,Andhra Pradesh,HDFC,SBI,Android,4G,0,12,Saturday,1
TXN0000147746,P2P,Entertainment,346,SUCCESS,18-25,36-45,Delhi,SBI,SBI,Android,3G,0,10,Tuesday,0
TXN0000050773,P2M,Shopping,1281,SUCCESS,18-25,26-35,Tamil Nadu,SBI,PNB,Android,WiFi,0,11,Friday,0
TXN0000094635,P2P,Utilities,352,SUCCESS,36-45,18-25,Gujarat,IndusInd,Axis,iOS,5G,0,18,Friday,0
TXN0000140642,Bill Payment,Utilities,6421,SUCCESS,26-35,26-35,Uttar Pradesh,HDFC,PNB,Android,4G,0,13,Saturday,1
TXN0000043955,P2P,Food,239,SUCCESS,26-35,36-45,Karnataka,SBI,SBI,Android,5G,0,22,Thursday,0
TXN0000170092,P2P,Healthcare,183,SUCCESS,36-45,26-35,Tamil Nadu,IndusInd,Yes Bank,Android,5G,0,18,Tuesday,0
TXN0000127479,P2M,Fuel,691,SUCCESS,26-35,36-45,Rajasthan,ICICI,SBI,Android,5G,0,11,Tuesday,0
TXN0000040543,P2M,Food,471,SUCCESS,36-45,36-45,Delhi,ICICI,SBI,Android,4G,0,19,Friday,0
TXN0000193753,Bill Payment,Shopping,1040,FAILED,36-45,36-45,Karnataka,SBI,SBI,iOS,4G,0,19,Friday,0
TXN0000057837,P2M,Utilities,1991,SUCCESS,36-45,36-45,Karnataka,SBI,Kotak,Android,4G,0,13,Monday,0
TXN0000202748,P2P,Fuel,502,SUCCESS,36-45,26-35,Delhi,IndusInd,PNB,Android,4G,0,11,Sunday,1
TXN0000167451,P2M,Grocery,223,SUCCESS,46-55,46-55,Karnataka,ICICI,Axis,Android,4G,0,17,Thursday,0
TXN0000039896,P2M,Food,471,SUCCESS,18-25,26-35,Telangana,ICICI,Yes Bank,Android,4G,0,22,Friday,0
TXN0000089136,P2P,Grocery,300,SUCCESS,26-35,56+,Andhra Pradesh,SBI,ICICI,Android,4G,0,18,Tuesday,0
TXN0000093077,P2P,Utilities,2698,SUCCESS,36-45,26-35,Uttar Pradesh,Kotak,Kotak,Android,4G,0,9,Saturday,1
TXN0000102477,P2M,Entertainment,197,SUCCESS,36-45,26-35,West Bengal,HDFC,Yes Bank,Android,4G,0,11,Saturday,1
TXN0000134346,P2P,Food,191,SUCCESS,36-45,26-35,Tamil Nadu,HDFC,Kotak,Android,4G,0,19,Saturday,1
TXN0000244447,P2M,Food,538,SUCCESS,18-25,36-45,Karnataka,PNB,SBI,Android,4G,0,18,Thursday,0
TXN0000051935,P2P,Utilities,830,SUCCESS,56+,26-35,Telangana,HDFC,SBI,Android,4G,0,15,Thursday,0
TXN0000054246,P2M,Shopping,1330,SUCCESS,36-45,36-45,Delhi,PNB,PNB,Android,4G,0,15,Wednesday,0
TXN0000086134,Bill Payment,Food,575,SUCCESS,18-25,26-35,Karnataka,ICICI,HDFC,Android,5G,0,10,Sunday,1
TXN0000181573,P2P,Shopping,8014,SUCCESS,36-45,36-45,Telangana,Axis,Yes Bank,Android,4G,0,18,Sunday,1
TXN0000062813,P2M,Fuel,2810,SUCCESS,36-45,36-45,Gujarat,Axis,HDFC,Android,5G,0,13,Thursday,0
TXN0000055193,P2P,Fuel,850,SUCCESS,26-35,26-35,West Bengal,SBI,Kotak,iOS,4G,0,21,Sunday,1
TXN0000155243,Recharge,Shopping,659,SUCCESS,36-45,46-55,Tamil Nadu,IndusInd,Yes Bank,Android,4G,0,17,Wednesday,0
TXN0000141450,P2M,Food,1578,SUCCESS,18-25,36-45,Karnataka,Axis,HDFC,Android,5G,0,19,Saturday,1
TXN0000116583,Recharge,Grocery,133,SUCCESS,18-25,36-45,Maharashtra,PNB,Axis,Android,4G,0,22,Thursday,0
TXN0000094440,P2P,Fuel,3887,SUCCESS,46-55,36-45,Maharashtra,Kotak,PNB,Android,4G,0,4,Friday,0
TXN0000094849,Bill Payment,Food,180,SUCCESS,36-45,36-45,Gujarat,SBI,Axis,iOS,4G,0,10,Thursday,0
TXN0000130065,Bill Payment,Other,296,SUCCESS,26-35,18-25,Maharashtra,SBI,PNB,Android,5G,0,14,Wednesday,0
TXN0000209913,Recharge,Grocery,2654,SUCCESS,36-45,26-35,Karnataka,SBI,Axis,Android,5G,0,13,Monday,0
TXN0000212491,Bill Payment,Entertainment,170,SUCCESS,36-45,26-35,West Bengal,PNB,IndusInd,iOS,4G,0,19,Tuesday,0
TXN0000175007,P2P,Other,826,FAILED,36-45,18-25,Maharashtra,SBI,IndusInd,Android,4G,0,14,Tuesday,0
TXN0000106301,P2M,Transport,100,SUCCESS,18-25,26-35,West Bengal,HDFC,IndusInd,Android,4G,0,20,Sunday,1
TXN0000246694,Recharge,Shopping,410,SUCCESS,36-45,26-35,Telangana,Kotak,SBI,Android,4G,0,7,Tuesday,0
TXN0000209913,Recharge,Grocery,2654,SUCCESS,36-45,26-35,Karnataka,SBI,Axis,Android,5G,0,13,Monday,0
TXN0000058818,P2P,Fuel,2479,SUCCESS,26-35,26-35,West Bengal,HDFC,IndusInd,iOS,4G,0,22,Wednesday,0
TXN0000118034,P2P,Entertainment,642,SUCCESS,26-35,18-25,Delhi,PNB,PNB,Web,5G,0,12,Saturday,1
TXN0000225293,P2P,Transport,275,SUCCESS,56+,46-55,Tamil Nadu,Kotak,IndusInd,Android,4G,0,16,Tuesday,0
TXN0000177114,P2P,Grocery,509,SUCCESS,36-45,36-45,Karnataka,ICICI,IndusInd,Web,4G,0,20,Friday,0
TXN0000163166,Bill Payment,Food,37,SUCCESS,36-45,26-35,Uttar Pradesh,Yes Bank,SBI,Android,4G,0,11,Saturday,1
TXN0000241250,P2M,Food,1163,SUCCESS,18-25,26-35,Karnataka,Yes Bank,HDFC,Android,WiFi,0,11,Saturday,1
TXN0000111563,P2P,Fuel,424,SUCCESS,36-45,26-35,Telangana,Yes Bank,PNB,Android,4G,0,10,Wednesday,0
TXN0000026855,P2P,Other,782,SUCCESS,18-25,18-25,Maharashtra,ICICI,Yes Bank,Android,5G,0,12,Sunday,1
TXN0000213494,P2M,Fuel,895,SUCCESS,56+,26-35,Karnataka,Kotak,Axis,Android,WiFi,0,12,Wednesday,0
TXN0000047000,P2M,Food,330,SUCCESS,46-55,18-25,West Bengal,ICICI,SBI,Android,4G,0,12,Saturday,1
TXN0000128956,P2M,Entertainment,200,SUCCESS,18-25,18-25,West Bengal,SBI,PNB,Android,5G,0,19,Friday,0
TXN0000208560,P2P,Food,1472,SUCCESS,18-25,56+,Karnataka,SBI,SBI,Android,4G,0,22,Thursday,0
TXN0000088836,P2P,Other,201,SUCCESS,46-55,26-35,Uttar Pradesh,HDFC,HDFC,Android,4G,0,9,Sunday,1
TXN0000163835,P2M,Grocery,300,SUCCESS,26-35,36-45,Andhra Pradesh,Kotak,SBI,Web,4G,0,13,Saturday,1
TXN0000044388,Bill Payment,Grocery,2011,SUCCESS,46-55,18-25,Tamil Nadu,HDFC,SBI,Android,4G,0,17,Wednesday,0
TXN0000234747,P2P,Shopping,7448,SUCCESS,26-35,18-25,Maharashtra,HDFC,SBI,Android,5G,0,21,Monday,0
TXN0000022011,P2P,Grocery,1796,SUCCESS,18-25,46-55,Tamil Nadu,SBI,HDFC,iOS,WiFi,0,16,Wednesday,0
TXN0000044388,Bill Payment,Grocery,2011,SUCCESS,46-55,18-25,Tamil Nadu,HDFC,SBI,Android,4G,0,17,Wednesday,0
TXN0000072921,Bill Payment,Grocery,2324,SUCCESS,36-45,26-35,Karnataka,SBI,Yes Bank,Android,4G,0,12,Wednesday,0
TXN0000146046,P2M,Entertainment,245,SUCCESS,36-45,36-45,Uttar Pradesh,Axis,HDFC,Android,4G,0,8,Tuesday,0
TXN0000104212,P2M,Education,4334,SUCCESS,36-45,18-25,Andhra Pradesh,HDFC,PNB,Android,5G,0,12,Friday,0
TXN0000168230,Recharge,Grocery,249,SUCCESS,26-35,26-35,Uttar Pradesh,SBI,PNB,Android,5G,0,8,Sunday,1
TXN0000020359,P2M,Entertainment,234,SUCCESS,18-25,46-55,Karnataka,PNB,PNB,Android,WiFi,0,15,Thursday,0
TXN0000070534,P2P,Other,255,SUCCESS,18-25,26-35,West Bengal,HDFC,PNB,iOS,4G,0,11,Friday,0
